wavelength_nm,LCP_inc_R_LCP,LCP_inc_R_RCP,LCP_inc_R_total,LCP_inc_T_LCP,LCP_inc_T_RCP,LCP_inc_T_total,RCP_inc_R_LCP,RCP_inc_R_RCP,RCP_inc_R_total,RCP_inc_T_LCP,RCP_inc_T_RCP,RCP_inc_T_total,CD_transmission,CD_reflection
529.0,0.09956886371582889,0.6850692721781674,0.7846381358939962,0.1809845878546123,0.09530287193227233,0.2762874597868846,0.6850692721781674,0.09956886371582889,0.7846381358939962,0.09530287193227233,0.1809845878546123,0.2762874597868846,0.0,0.0
532.0,0.10105973120985676,0.6831124427409554,0.7841721739508122,0.18158214260523053,0.09517990705267979,0.2767620496579103,0.6831124427409554,0.10105973120985676,0.7841721739508122,0.09517990705267979,0.18158214260523053,0.2767620496579103,0.0,0.0
535.0,0.10254637671785327,0.6811427657918723,0.7836891425097255,0.18218763751205608,0.09506904018493366,0.27725667769698975,0.6811427657918723,0.10254637671785327,0.7836891425097255,0.09506904018493366,0.18218763751205608,0.27725667769698975,0.0,0.0
538.0,0.10402863183881401,0.6791608662968358,0.7831894981356499,0.18280071059184447,0.0949700184581595,0.277770729050004,0.6791608662968358,0.10402863183881401,0.7831894981356499,0.0949700184581595,0.18280071059184447,0.277770729050004,0.0,0.0
541.0,0.10550633721717838,0.6771673447590586,0.782673681976237,0.18342101191815008,0.09488259972915787,0.27830361164730794,0.6771673447590586,0.10550633721717838,0.782673681976237,0.09488259972915787,0.18342101191815008,0.27830361164730794,0.0,0.0
544.0,0.10697934200427124,0.6751627784584693,0.7821421204627406,0.18404820308688893,0.09480655202904902,0.27885475511593794,0.6751627784584693,0.10697934200427124,0.7821421204627406,0.09480655202904902,0.18404820308688893,0.27885475511593794,0.0,0.0
547.0,0.10844750335647665,0.6731477226160821,0.7815952259725588,0.18468195671197823,0.09474165304157596,0.2794236097535542,0.6731477226160821,0.10844750335647665,0.7815952259725588,0.09474165304157596,0.18468195671197823,0.2794236097535542,0.0,0.0
550.0,0.1099106859674222,0.6711227114883933,0.7810333974558155,0.18532195594912254,0.09468768961104808,0.2800096455601706,0.6711227114883933,0.1099106859674222,0.7810333974558155,0.09468768961104808,0.18532195594912254,0.2800096455601706,0.0,0.0
553.0,0.11136876163167,0.6690882593965036,0.7804570210281736,0.18596789404594963,0.09464445727804394,0.28061235132399354,0.6690882593965036,0.11136876163167,0.7804570210281736,0.09464445727804394,0.18596789404594963,0.28061235132399354,0.0,0.0
556.0,0.11282160883761029,0.6670448616943306,0.7798664705319409,0.1866194739168232,0.09461175984112781,0.281231233757951,0.6670448616943306,0.11282160883761029,0.7798664705319409,0.09461175984112781,0.1866194739168232,0.281231233757951,0.0,0.0
559.0,0.11426911238743223,0.6649929956799421,0.7792621080673743,0.18727640774077922,0.09458940894295234,0.28186581668373156,0.6649929956799421,0.11426911238743223,0.7792621080673743,0.09458940894295234,0.18727640774077922,0.28186581668373156,0.0,0.0
562.0,0.11571116304221744,0.6629331214537596,0.778644284495977,0.18793841658114063,0.09457722367923742,0.28251564026037806,0.6629331214537596,0.11571116304221744,0.778644284495977,0.09457722367923742,0.18793841658114063,0.28251564026037806,0.0,0.0
565.0,0.1171476571903492,0.6608656827271053,0.7780133399174545,0.18860523002545812,0.09457503022921139,0.2831802602546695,0.6608656827271053,0.1171476571903492,0.7780133399174545,0.09457503022921139,0.18860523002545812,0.2831802602546695,0.0,0.0
568.0,0.11857849653757253,0.6587911075843227,0.7773696041218953,0.18927658584452817,0.09458266150620687,0.28385924735073503,0.6587911075843227,0.11857849653757253,0.7773696041218953,0.09458266150620687,0.18927658584452817,0.28385924735073503,0.0,0.0
571.0,0.12000358781716905,0.6567098092014585,0.7767133970186275,0.18995222966931252,0.09459995682718139,0.28455218649649394,0.6567098092014585,0.12000358781716905,0.7767133970186275,0.09459995682718139,0.18995222966931252,0.28455218649649394,0.0,0.0
574.0,0.1214228425188246,0.6546221865243058,0.7760450290431304,0.1906319146846721,0.09462676160002634,0.2852586762846985,0.6546221865243058,0.1214228425188246,0.7760450290431304,0.09462676160002634,0.1906319146846721,0.2852586762846985,0.0,0.0
577.0,0.12283617663487825,0.6525286249083784,0.7753648015432566,0.19131540133889538,0.0946629270275957,0.28597832836649106,0.6525286249083784,0.12283617663487825,0.7753648015432566,0.0946629270275957,0.19131540133889538,0.28597832836649106,0.0,0.0
580.0,0.12424351042273932,0.6504294967232438,0.7746730071459831,0.19200245706807229,0.09470830982746008,0.2867107668955324,0.6504294967232438,0.12424351042273932,0.7746730071459831,0.09470830982746008,0.19200245706807229,0.2867107668955324,0.0,0.0
583.0,0.1256447681823495,0.648325161923447,0.7739699301057965,0.19269285603442732,0.09476277196645982,0.28745562800088714,0.648325161923447,0.1256447681823495,0.7739699301057965,0.09476277196645982,0.19269285603442732,0.28745562800088714,0.0,0.0
586.0,0.1270398780476511,0.6462159685881119,0.7732558466357631,0.19338637887778118,0.09482618040918514,0.2882125592869663,0.6462159685881119,0.1270398780476511,0.7732558466357631,0.09482618040918514,0.19338637887778118,0.2882125592869663,0.0,0.0
